,mol_id,atom_index,shift,DFT_shift
45605,20208995,22,130.1,146.930609883895
45630,20209019,13,179.85,172.86649682490503
45636,20209022,11,116.2,123.09891260922498
45685,20209047,9,64.94,74.30359313924498
45692,20209060,4,55.2,46.51344462656499
45709,20209069,13,177.56,171.15304934214996
45713,20209076,5,114.55,106.8067128571
45715,20209076,8,123.53,116.89139845897
45738,20209090,7,193.53,146.67410982076495
45745,20209096,8,46.33,53.16360018192
45746,20209099,11,43.72,51.251833886224965
45758,20209104,3,33.15,39.399675354995
45812,20209129,5,199.09,206.68594316666
45813,20209129,6,199.09,186.30762202453
45821,20209131,8,191.16,199.7655637316849
45822,20209131,4,192.33,182.50728461594
45838,20209144,11,107.79,100.870582345605
45854,20209151,5,113.3,121.038020617445
45862,20209151,3,141.76,151.75868718371495
45863,20209151,7,156.77,164.80839367359
45897,20209176,3,29.01,36.78383861472497
45905,20209176,6,193.61,200.167806860075
45908,20209177,11,129.75,137.276581509345
45958,20209225,4,24.03,30.14199466653997
45983,20209239,7,168.31,177.48707388525995
46013,20209259,16,73.06,79.41639130793499
46043,20209267,18,137.84,145.840242999105
46058,20209279,8,175.7,167.37184795936997
46071,20209300,4,40.92,34.014720374784986
46074,20209300,8,79.88,87.21886421547498
46076,20209307,4,41.31,35.303019486134986
46083,20209314,7,112.3,138.61465361711998
46084,20209314,8,152.15,136.78822626481002
46168,20209358,7,113.18,107.18228152527
46177,20209359,22,117.03,127.98555774561498
46180,20209359,20,130.48,118.763732943905
46202,20209375,12,79.42,51.720763165164975
46219,20209404,9,40.09,47.448597079784975
46220,20209404,11,93.87,50.38665356778501
46224,20209404,16,177.65,194.24124436148497
46225,20209404,10,204.2,213.29657026466
46234,20209411,10,18.1,1.2909408835319989
46236,20209411,16,55.26,3.7673335859799977
46237,20209411,12,105.55,174.12299920650003
46238,20209411,15,119.02,5.919766842379995
46241,20209411,9,127.22,1.8239417288879984
46243,20209411,11,129.29,1.4799172270599958
46278,20209424,1,30.02,37.04198166996997
46301,20209436,11,89.82,107.818699353345
46303,20209439,7,63.45,73.17572737559499
46342,20209498,9,10.77,0.9811074969749995
46346,20209498,6,46.15,36.09561821173
46353,20209506,4,58.97,66.46613416431498
46357,20209507,11,20.66,29.089223307204968
46359,20209507,7,26.59,33.77155754176499
46415,20209537,12,142.16,148.35585722035998
46421,20209539,12,118.5,129.12724397235002
46427,20209539,9,146.8,156.44160129784495
46428,20209539,22,153.82,160.99858489868998
46431,20209541,4,125.56,136.91454336447498
46435,20209541,6,137.06,126.0471169897
46454,20209566,11,179.1,172.36325800473995
46458,20209567,4,144.15,151.70011934714498
46484,20209614,14,110.88,103.42785124930498
46501,20209618,10,89.68,112.02833509175998
46549,20209645,8,20.91,32.926286421894986
46551,20209645,9,33.01,17.33351807778499
46580,20209670,6,139.81,145.92906121990998
46614,20209698,5,196.51,202.98950084769496
46624,20209704,15,119.35,112.72892625891498
46631,20209704,13,150.35,134.042399854265
46666,20209730,5,45.67,55.80234216520499
46667,20209730,6,54.42,44.85141313235
46680,20209735,16,121.87,112.54442790906
46681,20209735,19,125.29,137.09778530859498
46706,20209750,16,165.75,8.046115526266
46751,20209758,17,122.76,113.2762359264
46807,20209823,9,105.57,123.30177381213
46833,20209835,1,38.62,51.52949955366
46834,20209835,0,49.56,39.41484887040997
46843,20209835,5,146.67,154.51359837419
46859,20209839,8,126.86,117.208495937165
46873,20209845,10,115.94,123.28804999564
46880,20209845,5,141.69,151.40621705175
46897,20209856,21,119.75,112.84809151055
46907,20209856,27,150.03,159.24058333564
46912,20209856,26,162.6,146.86450361291497
46915,20209857,5,21.55,28.66948714512
46960,20209898,4,103.53,95.17384544992498
46970,20212362,14,14.2,1.3773118281849968
46979,20212362,6,126.7,1.368100143486
46981,20212362,7,128.5,2.0210352995269965
46986,20212365,6,20.0,5.9452129813009975
46992,20212365,10,170.3,1.0861861097769996
47027,20212377,1,101.0,112.83108170983
47041,20212400,6,17.7,11.51346012688498
47078,20212411,4,221.9,213.639182443935
47113,20212420,0,102.9,129.139518089915
47126,20212439,2,64.8,85.45313092482498
47128,20212439,8,72.0,1.5718516644519982
47130,20212439,10,126.0,1.2232669226739965
47132,20212439,12,127.5,4.6155382166799965
47133,20212439,11,128.6,4.008843893731999
47135,20212439,9,141.0,1.757453430416998
47136,20212439,0,189.8,198.48886221173493
47139,20212440,13,39.1,2.2952881301199994
47142,20212440,3,125.1,1.2360355945339982
47144,20212440,12,126.4,1.375943756199998
47148,20212440,2,140.6,1.9268207421600003
47150,20212440,4,163.6,1.6855840488049978
47165,20212443,2,113.0,125.242920672705
47170,20212443,4,130.8,139.97804713278498
47171,20212443,11,134.4,143.35391269613496
47178,20212445,0,114.2,120.6020478274
47187,20212445,9,169.1,159.134175434545
47188,20212445,6,170.6,164.43214847925498
47198,20212448,9,124.2,2.070285890986998
47202,20212448,8,138.1,2.157112859634996
47209,20212452,1,109.4,120.97336404539
47227,20212456,7,135.3,141.776253679355
47229,20212456,12,156.8,166.44578028607995
47236,20212463,0,80.0,72.77764005078998
47255,20212477,3,65.9,58.836465368635
47261,20212481,11,58.5,50.50156636923998
47262,20212481,13,58.5,50.50330600795
47266,20212481,5,125.8,119.320030744725
47278,20212482,5,64.5,2.514179647719999
47286,20212483,7,110.3,116.59334035998998
47308,20212485,1,93.0,111.60028732250498
47329,20212500,1,206.6,217.60691175506497
47330,20212502,8,25.5,1.232752221769999
47332,20212502,9,26.9,0.9131706060739972
47333,20212502,12,26.9,1.5626399797529975
47336,20212502,6,69.5,1.8079808890629965
47338,20212502,10,71.5,1.196361506968998
47340,20212502,5,74.8,1.2359443897349998
47342,20212502,4,164.3,1.1983680125470002
47344,20212504,4,33.6,39.79959896510496
47345,20212504,3,65.8,72.42971230878999
47365,20212527,6,60.1,4.631499056505
47367,20212527,3,176.1,169.70644310818997
47379,20212532,12,24.4,6.2692636321479975
47387,20212532,9,40.2,150.14913479058495
47390,20212532,4,46.3,205.89933652995492
47392,20212532,11,80.0,6.717535219232995
47414,20212537,1,112.1,103.183528657145
47463,20212567,11,57.9,64.07480746422998
47468,20212567,8,166.8,153.835235923885
47469,20212576,12,16.5,7.316933158260998
47473,20212576,4,58.2,142.589244836495
47475,20212576,5,138.6,129.37050345196502
47494,20212585,7,41.7,2.4522515891989976
47495,20212585,6,43.0,2.295744154114999
47501,20212585,14,59.1,1.734105001872997
47535,20212589,4,123.2,129.633575483555
47599,20212607,4,36.2,44.52310464913498
47601,20212607,0,125.5,132.15121928330498
47604,20212614,7,95.0,113.12140808120998
47612,20212616,6,20.0,2.7277812869780007
47613,20212616,1,52.0,60.5883781962
47614,20212616,0,63.4,53.96847302508
47617,20212617,0,48.5,42.21412084798996
47624,20212617,7,117.0,3.584285554386998
47625,20212617,10,139.0,2.4882774848039984
47626,20212617,8,168.0,3.599151936623997
47669,20212637,5,75.9,3.5612107402399964
47671,20212637,6,83.0,3.453862691816997
47675,20212637,20,125.8,7.004191902489996
47685,20212637,4,163.9,2.028696502642997
47712,20212646,2,137.5,144.037590709165
47718,20212655,13,77.4,4.0393062965979984
47723,20212655,11,120.3,3.877600187971
47724,20212655,9,121.8,1.4947836092969986
47725,20212655,10,132.4,4.026628829537
47746,20212659,5,133.2,143.63815033203002
47765,20212674,4,16.2,1.1263162213369995
47766,20212674,8,18.7,0.8357377317229968
47767,20212674,9,18.7,1.172101030434998
47772,20212674,5,72.3,1.950077965904996
47773,20212674,6,166.1,0.58063790892
47812,20212686,6,36.7,43.286221526324994
47821,20212695,6,44.4,51.25821256149498
47849,20212701,6,169.6,162.68506798144
47853,20212705,0,43.1,36.77001815163999
47864,20212722,8,179.8,173.16610126940498
47873,20212723,5,224.8,232.33208361586
47943,20212767,2,110.0,124.012996104735
47968,20212780,7,175.6,169.38364348089
48017,20212802,4,17.6,25.39655020544498
48018,20212802,5,25.6,17.60074591295998
48034,20212806,8,47.2,3.4731069044059986
48039,20212806,7,174.1,3.4352569128209964
48054,20212810,5,126.5,135.5668065972
48059,20212810,3,150.6,143.22488949181002
48063,20212817,1,136.1,161.15776184065496
48064,20212817,0,161.6,141.782439061435
48065,20212817,2,161.6,141.784178700145
48100,20212833,12,13.9,3.6233212083589983
48101,20212833,11,22.4,3.7282067272089954
48103,20212833,10,29.5,4.279083713168998
48120,20212845,7,127.1,116.94242786113
48150,20212877,7,15.4,22.31845280129
48172,20212891,10,10.7,1.5719428692509965
48173,20212891,9,23.7,1.4330379603739978
48176,20212891,6,27.7,1.1329741716639994
48179,20212891,2,84.1,76.82442627662998
48180,20212891,8,117.5,1.3826929113259965
48181,20212891,7,134.8,0.9891442036409972
48200,20212893,4,59.9,51.07129804676497
48221,20212895,1,129.1,140.49636282177
48223,20212895,2,139.5,130.47807343066498
48232,20212908,7,26.7,20.58229336870997
48269,20212929,6,29.5,37.269197814814994
48282,20212938,7,38.9,1.8037854683089984
48283,20212938,8,51.4,1.3149277456689958
48357,20212963,0,126.1,137.29194831795
48361,20212964,7,122.3,129.77593591798998
48377,20212965,5,76.1,86.08220361167999
48388,20212968,4,105.7,116.53052007323996
48402,20212970,14,133.5,140.12427343102
48409,20212978,3,69.3,58.89107069480998
48411,20212978,1,131.0,137.42416085991002
48413,20212987,7,37.2,43.52561514213997
48431,20212994,7,34.7,7.251995341373
48432,20212994,8,77.4,7.229832575215997
48434,20212994,6,42.6,7.183956561318997
48435,20212994,10,70.6,41.285540363229984
48436,20212994,9,93.0,34.81737034625999
48438,20213000,7,19.7,13.016701265514968
48456,20213009,8,25.8,19.35091910181498
48460,20213009,0,126.2,132.85606290063998
48485,20213031,11,130.9,124.67260911561
48487,20213031,6,134.2,140.84612684907498
48499,20213034,1,125.6,135.69409016281497
48506,20213041,0,113.9,122.97530161422002
48507,20213041,4,121.7,114.27604495167498
48508,20213041,2,166.3,172.50822789723995
48510,20213047,13,21.1,2.3207342690409973
48517,20213047,1,114.8,108.31034058211
48519,20213047,12,115.2,2.0354456577689994
48560,20213072,6,80.1,29.661371149605003
48584,20213086,4,44.0,36.34728594511
48596,20213087,1,112.1,123.05938415186998
48605,20213088,1,106.2,123.13399532320996
48606,20213088,8,110.2,119.17622061136495
48615,20213088,12,170.1,163.82462798308495
48619,20213090,7,206.5,212.64836155199492
48624,20213092,8,122.4,136.23879037223494
48627,20213092,7,129.8,122.3204242865
48629,20213092,4,131.8,122.32718954815
48631,20213092,3,135.4,142.6625996021
48679,20213104,0,110.0,116.65770699226
48694,20213115,9,134.1,127.02015490815998
48695,20213115,12,134.3,7.237037754336998
48698,20213141,10,25.5,1.2841005236069982
48700,20213141,9,26.4,1.5347313112589944
48701,20213141,12,26.4,1.5462231159329995
48708,20213141,8,108.9,1.5592654021899968
48710,20213141,1,133.7,140.98259184121497
48750,20213167,5,89.3,111.485084581265
48774,20213178,2,113.0,125.59606733083498
48791,20213180,3,133.5,139.63823770476498
48800,20213181,4,175.6,168.77390011303498
48811,20213186,6,37.8,43.96468062322497
48816,20213186,2,130.6,137.964318679365
48818,20213186,0,132.6,140.382029899885
48857,20213199,5,143.3,135.44222913624498
48858,20213199,20,143.3,135.09111205660994
48859,20213203,7,14.4,1.7536228288589977
48863,20213203,6,50.5,0.9688967382629984
48866,20213203,5,178.9,1.1842312687019962
48889,20213210,7,131.8,139.128330269545
48891,20213210,13,143.7,152.067183114955
48899,20213226,0,111.3,117.565121872715
48900,20213226,7,111.3,117.57729934368498
48921,20213245,6,60.4,1.3595268923799964
48923,20213245,7,68.7,1.1795798239529989
48943,20213262,7,44.9,139.399327321925
48944,20213262,5,117.9,46.09042248025
48973,20213287,3,64.4,74.96668542753999
48998,20213290,2,141.1,148.87349638318
49018,20213300,4,170.0,189.99594602951493
49024,20213302,1,125.6,136.299871020275
49029,20213307,19,14.0,1.428933744418995
49036,20213307,18,61.0,1.3483999069019958
49039,20213307,1,114.1,107.37731435397998
49047,20213307,10,201.4,209.41533965605493
49048,20213311,8,14.1,2.4688508626169963
49052,20213311,5,40.7,1.7701308974779977
49056,20213311,6,173.2,1.5627311845519998
49101,20213335,3,171.2,164.76954174239995
49118,20213353,13,25.3,2.533971089102998
49124,20213353,6,76.9,7.298692198460997
49127,20213357,18,14.3,36.40981629207499
49128,20213357,12,21.9,2.292916805346
49129,20213357,11,28.8,22.418675320305
49131,20213357,14,45.5,1.7803458349659955
49133,20213357,15,55.4,2.169425507499998
49135,20213357,17,61.1,1.8263130536619985
49140,20213357,16,173.9,1.8010493243389971
49141,20213362,8,23.0,14.677573000589971
49166,20213374,1,45.0,35.714927274025
49199,20213377,6,176.3,168.86117198832
49200,20213382,7,24.0,30.218248829994987
49202,20213382,6,30.6,21.603751231265
49225,20213396,6,59.2,129.12608421321002
49231,20213396,7,140.9,127.02170125368
49237,20213399,3,110.4,123.527830197835
49239,20213399,5,136.0,142.95949794194
49256,20213402,12,114.8,108.609461793635
49296,20213418,2,162.1,168.56311388933997
49316,20213432,3,121.8,127.90862705599498
49326,20213441,6,37.5,45.14831147218996
49327,20213441,7,46.3,40.121045540075
49328,20213441,8,46.3,38.71348453049497
49331,20213441,0,109.6,117.427110535055
49341,20213442,0,71.4,64.55581756754499
49342,20213442,13,72.7,7.301884366425997
49345,20213442,14,137.2,7.2130508921999965
49346,20213442,7,137.6,126.67976560057
49350,20213444,8,98.6,88.88292528818499
49373,20213450,7,137.6,127.007687497405
49401,20213461,14,128.5,0.9445450569299928
49402,20213461,18,128.5,4.008752688932997
49403,20213461,15,128.6,0.2236623256339953
49404,20213461,17,128.6,2.915480763319998
49408,20213461,13,139.5,0.6096410350019958
49444,20213466,12,114.7,6.923658064973002
49448,20213466,10,125.6,7.189155234861996
49454,20213466,11,161.1,7.108256578148995
49467,20216662,3,62.5,68.90259482426498
49468,20216662,4,62.5,71.64987093373497
49488,20217972,7,170.4,164.001297958745
49526,20217985,12,135.9,142.013617716675
49528,20217985,17,130.0,120.78876904894
49546,20217990,6,63.0,56.79354964352498
49601,20217999,0,127.3,134.67698139703498
49605,20217999,4,112.5,124.37145832558998
49679,20218020,9,17.6,35.234883636659994
49680,20218020,10,17.6,35.223575985044995
49683,20218020,13,128.6,136.34829096437
49716,20218028,2,148.2,160.09706546053002
49717,20218028,3,158.5,147.66589717865497
49720,20218047,0,108.3,117.370475630385
49721,20218047,1,150.2,138.37419688876005
49722,20218047,2,157.4,132.09883682881494
49739,20218051,14,128.3,4.080257251348996
49740,20218051,11,128.7,3.3452377762079983
49741,20218051,13,128.7,2.849448488843997
49742,20218051,12,127.6,3.257316349971997
49759,20218054,11,114.0,107.65005104507
49786,20218062,2,135.6,145.97487170594
49789,20218062,5,65.0,72.83272860993999
49790,20218062,6,65.0,75.63403016601498
49793,20218062,10,107.4,89.64024800660498
49840,20218080,10,136.8,1.9031074944199984
49842,20218080,8,93.3,2.031615056210999
49843,20218080,9,123.3,2.037816982542996
49844,20218080,11,130.6,6.0784631926399975
49845,20218080,12,133.0,6.337302412202
49846,20218080,13,18.5,6.416468177733999
49849,20218083,1,112.5,125.46907370500496
49850,20218083,17,112.5,125.452063904285
49907,20218095,14,127.8,134.17451574963002
49936,20218101,4,140.5,151.751535335685
49958,20218105,0,102.2,115.079371449315
50046,20218125,6,55.4,6.909156501931997
50047,20218125,7,69.1,6.707502691342999
50050,20218125,10,26.1,3.9181863235259975
50051,20218125,11,84.7,3.543517009233998
50052,20218125,12,73.5,3.5443378524249987
50092,20218152,0,139.5,146.58335866806
50102,20218152,10,18.2,25.96744164210997
50103,20218152,11,26.0,18.809891463004988
50104,20218159,0,83.8,72.81107977266
50110,20218159,8,109.4,3.499738705713998
50111,20218159,6,150.5,1.994312293420002
50112,20218159,7,163.8,3.2963520039439977
50114,20218159,10,12.3,3.810838275102999
50117,20218160,2,40.8,31.346211240239995
50133,20218161,3,136.9,146.32637537195498
50140,20218161,11,20.9,2.335235832081996
50141,20218161,12,169.4,2.846985959270995
50145,20218165,2,164.9,155.36563475570998
50160,20218166,5,130.1,136.31117867189
50162,20218166,7,36.7,29.480158783979988
50167,20218166,12,42.5,31.923964585150003
50180,20218168,6,38.0,1.6335973133749988
50181,20218168,7,23.7,0.7822917195089971
50182,20218168,8,21.9,1.2279183674229976
50184,20218168,10,59.6,1.6385223725209954
50202,20218177,6,66.9,3.596598202252
50220,20218182,3,42.1,167.46346893143
50223,20218182,6,40.9,149.974011160445
50225,20218182,8,142.4,5.210649530154996
50226,20218182,9,131.8,4.7899217923679975
50230,20218182,13,120.8,1.501623969221999
50231,20218182,14,152.4,2.4659323090489984
50257,20218187,8,131.7,138.58884897625498
50267,20218189,8,142.4,148.517353680605
50269,20218189,10,31.5,40.46114490788
50270,20218189,12,31.5,40.46810346272
50275,20218192,1,146.9,154.09705154973997
50312,20218200,1,96.6,103.12099831017996
50315,20218200,8,66.3,1.274706429310001
50316,20218200,9,55.6,1.7681243918999954
50317,20218200,10,56.2,1.5352785400529996
50329,20218204,3,132.1,138.42049060776498
50356,20218216,8,55.1,7.289845332957999
50357,20218216,9,168.6,6.9211955354
50364,20218218,7,164.6,156.176789627545
50393,20218222,9,98.9,107.162082386915
50413,20218233,1,134.5,142.332744773365
50440,20218247,0,121.3,129.14889280962998
50446,20218247,6,21.2,12.758944796649985
50471,20218252,12,11.5,0.993704443590996
50472,20218252,13,166.1,1.0175088961299965
50473,20218252,14,34.5,1.2401398104889978
50474,20218252,15,60.7,1.3780414665769989
50480,20218253,5,203.0,212.6018745398
50543,20218733,4,104.08,95.47528617973
50557,20218735,1,109.41,123.08257933467
50558,20218735,8,109.41,123.068178992015
50565,20218735,10,123.88,130.43429252312998
50566,20218735,11,123.88,130.42830043424
50571,20218739,0,88.08,79.6760807087
50596,20218747,5,177.39,67.03741218735999
50598,20218747,7,27.08,1.0794369546509976
50599,20218747,8,27.08,1.3729339978329982
50600,20218747,9,27.08,1.3780414665769989
50601,20218747,10,177.13,4.073599301022
50603,20218747,12,27.03,5.515911992407997
50604,20218747,13,27.03,2.225425254085998
50605,20218747,14,27.03,2.013647710807998
50623,20218754,2,56.3,65.56451807955999
50656,20218765,3,75.3,1.3914485720299972
50657,20218765,4,76.61,1.6985351302629963
50658,20218765,5,62.69,1.1019645400039977
50659,20218765,7,138.31,72.87824915618499
50660,20218765,9,138.57,62.61012831700499
50661,20218765,11,138.39,70.75878932783499
50686,20218775,10,115.51,109.38852999593
50701,20218778,7,79.94,89.97348546616499
50708,20218786,0,134.08,143.3139976524
50744,20218794,14,22.15,0.975463483790996
50749,20218794,13,32.45,0.9750986645949986
50750,20218794,15,14.37,1.2042051196829997
50774,20218797,6,41.4,34.548886105349986
50778,20218797,10,19.92,12.424934164329985
50782,20218799,0,129.29,136.57521716942998
50789,20218799,7,39.69,156.94203736675502
50791,20218799,9,206.04,5.5890582412060015
50792,20218799,10,176.51,5.062350526981
50795,20218799,13,21.91,1.446536270625998
50796,20218799,14,24.06,3.911619577997996
50797,20218799,15,21.72,4.581154007456998
50801,20218799,19,63.39,47.638217699174994
50804,20218800,2,41.9,48.12792599603997
50812,20218805,6,126.9,135.57927400795498
50819,20218806,3,73.69,81.61896720798498
50827,20218806,11,196.68,187.23562262972
50836,20218808,8,66.6,0.8652880865989978
50837,20218808,9,30.4,0.7199988417919947
50838,20218808,10,19.57,1.162159707343999
50839,20218808,11,13.91,1.2365828233279963
50840,20218808,12,14.34,1.432125912383999
50842,20218809,1,103.49,97.231644750665
50859,20218812,10,177.58,7.611068635035997
50860,20218812,11,38.82,6.224664485437
50865,20218812,16,121.58,5.622530402438997
50866,20218812,17,160.84,5.494570069441998
50867,20218812,18,110.36,6.396038302757997
50868,20218812,19,159.81,4.233572518467998
50869,20218812,20,102.09,4.522235707302997
50872,20218812,23,69.32,10.008113162353997
50874,20218812,25,118.3,11.610125456788996
50889,20219467,5,22.6,15.392854450184984
50912,20220596,11,65.0,58.785629259664994
50917,20220596,0,114.7,128.06190855566498
50920,20220596,3,113.4,126.180392644205
50953,20220601,8,27.5,1.1873322318679982
50954,20220601,9,27.5,1.311644372904997
50962,20220964,6,138.9,1.7650234287339968
50968,20220964,5,27.7,1.0047402242700016
50969,20220964,4,38.1,1.3152925648650005
51024,20221359,5,38.0,31.214385284659983
51066,20221372,8,134.3,144.40784381460998
51122,20221402,5,134.7,127.840007973545
51129,20221402,12,31.6,23.91360485176497
51138,20221409,5,192.1,200.152923284445
51149,20221420,6,42.2,53.54361459345998
51163,20221429,2,166.1,159.96185687412498
51165,20221429,4,85.8,76.68216248878998
51166,20221429,5,78.2,92.12947770742498
51196,20221436,5,74.8,7.035292738949
51211,20221447,0,109.1,126.76172191313
51219,20221447,8,117.7,124.27945076714998
51243,20221477,5,137.4,128.772647615295
51248,20221477,10,22.2,33.383328169649985
51251,20221477,13,31.4,23.382821752024995
51258,20221478,11,146.8,155.65499466114
51259,20221478,9,23.9,11.756816253094994
51260,20221478,10,23.9,30.138322095929965
51281,20221481,0,78.9,72.94986428307999
51282,20221481,1,76.2,69.14595095047498
51305,20221492,3,175.2,168.73698111374495
51320,20221497,1,126.6,135.179157104655
51330,20221500,0,169.1,162.949009832385
51332,20221500,2,159.9,169.076403955385
51364,20221508,6,78.5,7.634781882775997
51368,20221508,10,16.1,5.748210615460996
51377,20221510,8,123.6,115.91391479714
51394,20221511,9,27.5,1.1754756079979956
51395,20221511,10,27.5,1.186876207872995
51442,20221528,4,28.9,35.78480276220998
51462,20221532,7,63.5,4.731824335404999
51477,20221537,1,147.1,140.261414949325
51478,20221537,2,142.5,152.00552258734498
51517,20221551,5,129.3,140.373331706335
51518,20221551,10,129.3,140.215604463295
51588,20221590,8,56.8,9.338213913698995
51607,20221597,1,120.8,128.93858981890995
51647,20221614,0,180.2,174.279663336995
51656,20221614,9,106.6,1.1211175477939967
51691,20221625,4,130.9,124.900598433215
51697,20221625,10,58.5,36.323704175929976
51698,20221625,11,27.3,2.716015867906997
51699,20221625,12,24.0,2.135223707874996
51702,20221632,2,133.2,139.50486540366498
51707,20221632,7,28.9,22.936217836529973
51721,20221653,0,179.7,170.246214341265
51723,20221653,2,173.4,180.219176479315
51727,20221653,6,133.2,140.18284126759
51736,20221658,7,41.9,49.71466979275
51742,20221661,5,71.1,2.570544213502
51743,20221661,6,73.6,1.7377531938330009
51753,20221661,19,128.8,7.317845206250997
51754,20221661,16,130.1,7.372659290449995
51755,20221661,18,130.1,7.158054398402996
51756,20221661,17,126.7,7.237584983130997
51770,20221662,13,124.5,7.3074478591649985
51771,20221662,14,134.7,7.2955912352949985
51832,20221699,1,20.3,29.48953350369496
51835,20221699,4,115.8,122.441909056415
51850,20221704,4,190.3,198.01616371559
51858,20221704,12,148.7,159.732321211
51870,20221709,4,101.8,109.76951087342
51932,20221742,4,137.5,127.44626974551498
51939,20222085,12,23.7,1.0181473297229964
51940,20222085,10,43.7,1.1534952514389971
51945,20222085,9,171.2,19.17724517059997
51946,20222085,8,36.1,29.34997582051497
51950,20222085,2,170.3,95.16679024848996
51957,20222461,3,132.6,140.263734467605
52086,20224179,11,160.1,75.657032055625
52094,20224180,2,134.9,128.44733517652494
52147,20224187,7,115.9,129.952509247055
52158,20224193,7,136.5,51.83161680962996
52161,20224193,14,130.1,7.554612864454995
52162,20224193,15,130.1,6.778186410567996
52163,20224193,19,130.1,2.820536567560996
52165,20224193,13,114.7,135.940345686875
52167,20224193,18,114.7,7.102966699806999
52169,20224193,17,161.8,6.9076060203489975
52170,20224193,20,36.2,3.8496915194769983
52174,20224197,2,140.2,133.49538012656498
52179,20224197,5,133.0,141.08629363765
52203,20224201,1,105.9,119.08102371528996
52219,20224202,3,173.4,179.940254406145
52290,20224250,15,141.1,6.209798103199997
52292,20224250,14,109.8,6.278931340842
52294,20224250,13,106.0,7.151852472070999
52324,20224254,12,127.5,120.478050246015
52338,20224257,10,26.8,6.931228063289996
52341,20224257,13,15.1,9.121328901676996
52342,20224257,14,194.6,2.4084732856789977
52349,20224258,6,147.2,1.6081511744539974
52350,20224258,7,35.2,0.978655651756
52351,20224258,8,149.2,0.9317763850699984
52352,20224258,9,21.0,1.8957199057009968
52353,20224258,13,21.0,1.5726725076429986
52356,20224258,12,31.3,1.0605575612579976
52357,20224258,14,21.4,0.7384222111899952
52365,20224259,7,142.8,150.70581917778495
52375,20224262,7,138.2,3.8620953721409954
52376,20224262,8,129.4,3.2128084080599986
52379,20224262,11,128.8,3.5085855712169973
52380,20224262,10,127.8,-1.4148318884010074
52392,20224263,11,77.6,7.6532964569729955
52393,20224263,12,76.9,6.070345965528997
52394,20224263,13,56.3,7.6196418861419986
52411,20224282,8,60.2,1.0469680462069988
52429,20224292,9,106.0,99.608764401285
52446,20224309,4,126.3,135.16340370966998
52447,20224309,5,126.3,135.161374131175
52454,20224319,6,240.4,249.21334436451
52468,20224321,8,54.4,62.74495031702999
52516,20224333,3,141.2,147.6167040618
52534,20224348,5,165.3,172.03243671005498
52544,20224349,0,132.4,125.7784394556
52560,20224354,1,80.0,71.66233834448998
52561,20224354,2,28.4,20.087076215929983
52563,20224354,4,101.2,93.808422355765
52568,20224354,9,19.0,1.0836323754049992
52569,20224354,10,19.1,0.729028116892998
52575,20224355,5,132.6,138.79518945657998
52598,20224369,5,133.5,140.082425455385
52610,20224373,7,129.2,138.7909370064
52628,20224383,7,79.5,89.36422533128498
52635,20224388,6,147.7,155.41212176790498
52638,20224401,0,75.2,66.64609012420499
52639,20224401,1,229.8,246.90542367591
52642,20224401,4,28.1,21.22325358674996
52664,20225452,9,18.9,11.124070995630008
52703,20225827,17,114.9,108.63951888468
52708,20225827,22,114.9,108.651793002245
52744,20226201,0,100.1,110.28908296814
52746,20226201,4,115.2,123.966605739135
52750,20226201,7,82.2,90.415933578075
52757,20226203,3,36.0,42.23586633186497
52776,20226947,5,79.0,85.22485166743499
52810,20226972,6,128.7,118.978674971185
52814,20226972,7,155.2,166.11234953333
52815,20226972,8,132.8,139.33447745668002
52817,20226972,9,130.0,138.94325204012
52819,20226972,10,183.1,174.59395806393502
52820,20226972,11,187.1,172.66160604350495
52833,20226974,7,80.1,111.23989216975
52836,20226974,10,61.5,5.752862060209999
52837,20226974,11,14.1,45.51257248874497
52841,20226982,3,117.2,124.28872884026998
52898,20226992,7,98.0,107.41771263068998
52901,20226992,10,61.2,6.619216445911
52902,20226992,11,14.1,42.078429028609975
52932,20226999,10,40.8,33.730965971865004
52968,20227011,2,61.5,69.71316981652998
52969,20227011,3,173.4,166.290855794295
52978,20227013,12,134.1,141.51772403772998
53012,20227021,11,121.5,129.16445291142497
53013,20227021,15,121.5,129.15024586196
53039,20227024,7,58.4,6.448481062182998
53040,20227024,8,175.4,7.009208166434997
53041,20227024,9,41.3,7.421818677110997
53044,20227024,12,41.9,168.08036414731498
53064,20227030,0,33.0,43.03136445530997
53095,20227035,16,24.7,36.71647593801001
53152,20227054,3,102.0,109.258926912035
53154,20227054,5,150.2,159.23294825463498
53156,20227054,7,52.0,60.182075910819975
53158,20227054,9,22.9,32.40226858380498
53202,20227065,7,17.6,53.522835575535005
53204,20227065,9,17.8,1.2272799338299976
53205,20227065,10,169.5,0.8662913393879991
53206,20227065,11,23.4,1.0738734619119974
53224,20227067,6,21.4,7.623837306895997
53247,20227070,7,20.9,14.512500616329987
53291,20227331,2,139.6,132.20186209908502
53305,20227343,6,76.6,7.396372538189996
53306,20227343,7,55.4,7.609518153452999
53337,20227362,4,126.5,115.92270963728498
53340,20227362,7,138.2,145.36957408145497
53341,20227362,8,156.6,141.11828366059495
53387,20227370,11,28.2,3.027115437295997
53389,20227370,12,65.8,2.4537108659829947
53448,20227383,0,114.3,123.292205799225
53450,20227383,2,107.8,118.620502690115
53482,20227397,0,108.5,121.063921904905
53504,20227407,1,153.2,145.982893373325
53508,20227407,5,126.8,120.58445814710998
